seg_file	seg_seq_name	sra_run	seg	genbank_acc	genbank_seg	genbank_name
SRR28752466_MP_cns.fa	Consensus_SRR28752466_MP_cns_threshold_0.5_quality_20	SRR28752466	MP	PP755702.1	7	A/cattle/Michigan/24-009027-005/2024
SRR28752466_NA_cns.fa	Consensus_SRR28752466_NA_cns_threshold_0.5_quality_20	SRR28752466	NA	PP755703.1	6	A/cattle/Michigan/24-009027-005/2024
SRR28752466_NP_cns.fa	Consensus_SRR28752466_NP_cns_threshold_0.5_quality_20	SRR28752466	NP	PP755704.1	5	A/cattle/Michigan/24-009027-005/2024
SRR28752466_NS_cns.fa	Consensus_SRR28752466_NS_cns_threshold_0.5_quality_20	SRR28752466	NS	PP755705.1	8	A/cattle/Michigan/24-009027-005/2024
SRR28752466_PA_cns.fa	Consensus_SRR28752466_PA_cns_threshold_0.5_quality_20	SRR28752466	PA	PP755706.1	3	A/cattle/Michigan/24-009027-005/2024
SRR28752466_PB1_cns.fa	Consensus_SRR28752466_PB1_cns_threshold_0.5_quality_20	SRR28752466	PB1	PP755707.1	2	A/cattle/Michigan/24-009027-005/2024
SRR28752466_PB2_cns.fa	Consensus_SRR28752466_PB2_cns_threshold_0.5_quality_20	SRR28752466	PB2	PP755708.1	1	A/cattle/Michigan/24-009027-005/2024
SRR28752467_HA_cns.fa	Consensus_SRR28752467_HA_cns_threshold_0.5_quality_20	SRR28752467	HA	PP755693.1	4	A/cattle/Michigan/24-009027-004/2024
SRR28752467_MP_cns.fa	Consensus_SRR28752467_MP_cns_threshold_0.5_quality_20	SRR28752467	MP	PP755694.1	7	A/cattle/Michigan/24-009027-004/2024
SRR28752467_NA_cns.fa	Consensus_SRR28752467_NA_cns_threshold_0.5_quality_20	SRR28752467	NA	PP755695.1	6	A/cattle/Michigan/24-009027-004/2024
SRR28752467_NP_cns.fa	Consensus_SRR28752467_NP_cns_threshold_0.5_quality_20	SRR28752467	NP	PP755696.1	5	A/cattle/Michigan/24-009027-004/2024
SRR28752467_NS_cns.fa	Consensus_SRR28752467_NS_cns_threshold_0.5_quality_20	SRR28752467	NS	PP755697.1	8	A/cattle/Michigan/24-009027-004/2024
SRR28752467_PA_cns.fa	Consensus_SRR28752467_PA_cns_threshold_0.5_quality_20	SRR28752467	PA	PP755698.1	3	A/cattle/Michigan/24-009027-004/2024
SRR28752467_PB1_cns.fa	Consensus_SRR28752467_PB1_cns_threshold_0.5_quality_20	SRR28752467	PB1	PP755699.1	2	A/cattle/Michigan/24-009027-004/2024
SRR28752467_PB2_cns.fa	Consensus_SRR28752467_PB2_cns_threshold_0.5_quality_20	SRR28752467	PB2	PP755700.1	1	A/cattle/Michigan/24-009027-004/2024
SRR28752468_HA_cns.fa	Consensus_SRR28752468_HA_cns_threshold_0.5_quality_20	SRR28752468	HA	PP755454.1	4	A/chicken/Texas/24-007264-001/2024
SRR28752468_MP_cns.fa	Consensus_SRR28752468_MP_cns_threshold_0.5_quality_20	SRR28752468	MP	PP755455.1	7	A/chicken/Texas/24-007264-001/2024
SRR28752468_NA_cns.fa	Consensus_SRR28752468_NA_cns_threshold_0.5_quality_20	SRR28752468	NA	PP755456.1	6	A/chicken/Texas/24-007264-001/2024
SRR28752468_NP_cns.fa	Consensus_SRR28752468_NP_cns_threshold_0.5_quality_20	SRR28752468	NP	PP755457.1	5	A/chicken/Texas/24-007264-001/2024
SRR28752468_NS_cns.fa	Consensus_SRR28752468_NS_cns_threshold_0.5_quality_20	SRR28752468	NS	PP755458.1	8	A/chicken/Texas/24-007264-001/2024
SRR28752468_PA_cns.fa	Consensus_SRR28752468_PA_cns_threshold_0.5_quality_20	SRR28752468	PA	PP755459.1	3	A/chicken/Texas/24-007264-001/2024
SRR28752468_PB1_cns.fa	Consensus_SRR28752468_PB1_cns_threshold_0.5_quality_20	SRR28752468	PB1	PP755460.1	2	A/chicken/Texas/24-007264-001/2024
SRR28752468_PB2_cns.fa	Consensus_SRR28752468_PB2_cns_threshold_0.5_quality_20	SRR28752468	PB2	PP755461.1	1	A/chicken/Texas/24-007264-001/2024
SRR28752469_HA_cns.fa	Consensus_SRR28752469_HA_cns_threshold_0.5_quality_20	SRR28752469	HA	PP755685.1	4	A/cattle/Michigan/24-009027-003/2024
SRR28752469_MP_cns.fa	Consensus_SRR28752469_MP_cns_threshold_0.5_quality_20	SRR28752469	MP	PP755686.1	7	A/cattle/Michigan/24-009027-003/2024
SRR28752469_NA_cns.fa	Consensus_SRR28752469_NA_cns_threshold_0.5_quality_20	SRR28752469	NA	PP755687.1	6	A/cattle/Michigan/24-009027-003/2024
SRR28752469_NP_cns.fa	Consensus_SRR28752469_NP_cns_threshold_0.5_quality_20	SRR28752469	NP	PP755688.1	5	A/cattle/Michigan/24-009027-003/2024
SRR28752469_NS_cns.fa	Consensus_SRR28752469_NS_cns_threshold_0.5_quality_20	SRR28752469	NS	PP755689.1	8	A/cattle/Michigan/24-009027-003/2024
SRR28752469_PA_cns.fa	Consensus_SRR28752469_PA_cns_threshold_0.5_quality_20	SRR28752469	PA	PP755690.1	3	A/cattle/Michigan/24-009027-003/2024
SRR28752469_PB1_cns.fa	Consensus_SRR28752469_PB1_cns_threshold_0.5_quality_20	SRR28752469	PB1	PP755691.1	2	A/cattle/Michigan/24-009027-003/2024
SRR28752469_PB2_cns.fa	Consensus_SRR28752469_PB2_cns_threshold_0.5_quality_20	SRR28752469	PB2	PP755692.1	1	A/cattle/Michigan/24-009027-003/2024
SRR28752471_HA_cns.fa	Consensus_SRR28752471_HA_cns_threshold_0.5_quality_20	SRR28752471	HA	PP824612.1	4	A/cattle/Michigan/24-009027-002/2024
SRR28752471_HA_cns.fa	Consensus_SRR28752471_HA_cns_threshold_0.5_quality_20	SRR28752471	HA	PQ011563.1	4	A/Cattle/Michigan/24-009027-002-v/2024
SRR28752471_MP_cns.fa	Consensus_SRR28752471_MP_cns_threshold_0.5_quality_20	SRR28752471	MP	PP824613.1	7	A/cattle/Michigan/24-009027-002/2024
SRR28752471_MP_cns.fa	Consensus_SRR28752471_MP_cns_threshold_0.5_quality_20	SRR28752471	MP	PQ011566.1	7	A/Cattle/Michigan/24-009027-002-v/2024
SRR28752471_NA_cns.fa	Consensus_SRR28752471_NA_cns_threshold_0.5_quality_20	SRR28752471	NA	PP824614.1	6	A/cattle/Michigan/24-009027-002/2024
SRR28752471_NA_cns.fa	Consensus_SRR28752471_NA_cns_threshold_0.5_quality_20	SRR28752471	NA	PQ011565.1	6	A/Cattle/Michigan/24-009027-002-v/2024
SRR28752471_NP_cns.fa	Consensus_SRR28752471_NP_cns_threshold_0.5_quality_20	SRR28752471	NP	PP824615.1	5	A/cattle/Michigan/24-009027-002/2024
SRR28752471_NP_cns.fa	Consensus_SRR28752471_NP_cns_threshold_0.5_quality_20	SRR28752471	NP	PQ011564.1	5	A/Cattle/Michigan/24-009027-002-v/2024
SRR28752471_NS_cns.fa	Consensus_SRR28752471_NS_cns_threshold_0.5_quality_20	SRR28752471	NS	PP824616.1	8	A/cattle/Michigan/24-009027-002/2024
SRR28752471_NS_cns.fa	Consensus_SRR28752471_NS_cns_threshold_0.5_quality_20	SRR28752471	NS	PQ011567.1	8	A/Cattle/Michigan/24-009027-002-v/2024
SRR28752471_PA_cns.fa	Consensus_SRR28752471_PA_cns_threshold_0.5_quality_20	SRR28752471	PA	PP824617.1	3	A/cattle/Michigan/24-009027-002/2024
SRR28752471_PA_cns.fa	Consensus_SRR28752471_PA_cns_threshold_0.5_quality_20	SRR28752471	PA	PQ011562.1	3	A/Cattle/Michigan/24-009027-002-v/2024
SRR28752471_PB1_cns.fa	Consensus_SRR28752471_PB1_cns_threshold_0.5_quality_20	SRR28752471	PB1	PP824618.1	2	A/cattle/Michigan/24-009027-002/2024
SRR28752471_PB1_cns.fa	Consensus_SRR28752471_PB1_cns_threshold_0.5_quality_20	SRR28752471	PB1	PQ011561.1	2	A/Cattle/Michigan/24-009027-002-v/2024
SRR28752471_PB2_cns.fa	Consensus_SRR28752471_PB2_cns_threshold_0.5_quality_20	SRR28752471	PB2	PP824619.1	1	A/cattle/Michigan/24-009027-002/2024
SRR28752471_PB2_cns.fa	Consensus_SRR28752471_PB2_cns_threshold_0.5_quality_20	SRR28752471	PB2	PQ011560.1	1	A/Cattle/Michigan/24-009027-002-v/2024
SRR28752473_HA_cns.fa	Consensus_SRR28752473_HA_cns_threshold_0.5_quality_20	SRR28752473	HA	PP755717.1	4	A/domestic cat/Texas/24-008850-002/2024
SRR28752473_MP_cns.fa	Consensus_SRR28752473_MP_cns_threshold_0.5_quality_20	SRR28752473	MP	PP755718.1	7	A/domestic cat/Texas/24-008850-002/2024
SRR28752473_NA_cns.fa	Consensus_SRR28752473_NA_cns_threshold_0.5_quality_20	SRR28752473	NA	PP755719.1	6	A/domestic cat/Texas/24-008850-002/2024
SRR28752473_NP_cns.fa	Consensus_SRR28752473_NP_cns_threshold_0.5_quality_20	SRR28752473	NP	PP755720.1	5	A/domestic cat/Texas/24-008850-002/2024
SRR28752473_NS_cns.fa	Consensus_SRR28752473_NS_cns_threshold_0.5_quality_20	SRR28752473	NS	PP755721.1	8	A/domestic cat/Texas/24-008850-002/2024
SRR28752473_PA_cns.fa	Consensus_SRR28752473_PA_cns_threshold_0.5_quality_20	SRR28752473	PA	PP755722.1	3	A/domestic cat/Texas/24-008850-002/2024
SRR28752473_PB1_cns.fa	Consensus_SRR28752473_PB1_cns_threshold_0.5_quality_20	SRR28752473	PB1	PP755723.1	2	A/domestic cat/Texas/24-008850-002/2024
SRR28752473_PB2_cns.fa	Consensus_SRR28752473_PB2_cns_threshold_0.5_quality_20	SRR28752473	PB2	PP755724.1	1	A/domestic cat/Texas/24-008850-002/2024
SRR28752474_HA_cns.fa	Consensus_SRR28752474_HA_cns_threshold_0.5_quality_20	SRR28752474	HA	PP752624.1	4	A/domestic cat/Texas/24-008850-001/2024
SRR28752474_MP_cns.fa	Consensus_SRR28752474_MP_cns_threshold_0.5_quality_20	SRR28752474	MP	PP752625.1	7	A/domestic cat/Texas/24-008850-001/2024
SRR28752474_NA_cns.fa	Consensus_SRR28752474_NA_cns_threshold_0.5_quality_20	SRR28752474	NA	PP752626.1	6	A/domestic cat/Texas/24-008850-001/2024
SRR28752474_NP_cns.fa	Consensus_SRR28752474_NP_cns_threshold_0.5_quality_20	SRR28752474	NP	PP752627.1	5	A/domestic cat/Texas/24-008850-001/2024
SRR28752474_NS_cns.fa	Consensus_SRR28752474_NS_cns_threshold_0.5_quality_20	SRR28752474	NS	PP752628.1	8	A/domestic cat/Texas/24-008850-001/2024
SRR28752474_PA_cns.fa	Consensus_SRR28752474_PA_cns_threshold_0.5_quality_20	SRR28752474	PA	PP752629.1	3	A/domestic cat/Texas/24-008850-001/2024
SRR28752474_PB1_cns.fa	Consensus_SRR28752474_PB1_cns_threshold_0.5_quality_20	SRR28752474	PB1	PP752630.1	2	A/domestic cat/Texas/24-008850-001/2024
SRR28752474_PB2_cns.fa	Consensus_SRR28752474_PB2_cns_threshold_0.5_quality_20	SRR28752474	PB2	PP752631.1	1	A/domestic cat/Texas/24-008850-001/2024
SRR28752477_HA_cns.fa	Consensus_SRR28752477_HA_cns_threshold_0.5_quality_20	SRR28752477	HA	PP824620.1	4	A/cattle/Kansas/24-008766-001/2024
SRR28752477_HA_cns.fa	Consensus_SRR28752477_HA_cns_threshold_0.5_quality_20	SRR28752477	HA	PQ010803.1	4	A/Cattle/Kansas/24-008766-001-v/2024
SRR28752477_MP_cns.fa	Consensus_SRR28752477_MP_cns_threshold_0.5_quality_20	SRR28752477	MP	PP824621.1	7	A/cattle/Kansas/24-008766-001/2024
SRR28752477_MP_cns.fa	Consensus_SRR28752477_MP_cns_threshold_0.5_quality_20	SRR28752477	MP	PQ010806.1	7	A/Cattle/Kansas/24-008766-001-v/2024
SRR28752477_NA_cns.fa	Consensus_SRR28752477_NA_cns_threshold_0.5_quality_20	SRR28752477	NA	PP824622.1	6	A/cattle/Kansas/24-008766-001/2024
SRR28752477_NA_cns.fa	Consensus_SRR28752477_NA_cns_threshold_0.5_quality_20	SRR28752477	NA	PQ010805.1	6	A/Cattle/Kansas/24-008766-001-v/2024
SRR28752477_NP_cns.fa	Consensus_SRR28752477_NP_cns_threshold_0.5_quality_20	SRR28752477	NP	PP824623.1	5	A/cattle/Kansas/24-008766-001/2024
SRR28752477_NP_cns.fa	Consensus_SRR28752477_NP_cns_threshold_0.5_quality_20	SRR28752477	NP	PQ010804.1	5	A/Cattle/Kansas/24-008766-001-v/2024
SRR28752477_NS_cns.fa	Consensus_SRR28752477_NS_cns_threshold_0.5_quality_20	SRR28752477	NS	PP824624.1	8	A/cattle/Kansas/24-008766-001/2024
SRR28752477_NS_cns.fa	Consensus_SRR28752477_NS_cns_threshold_0.5_quality_20	SRR28752477	NS	PQ010807.1	8	A/Cattle/Kansas/24-008766-001-v/2024
SRR28752477_PA_cns.fa	Consensus_SRR28752477_PA_cns_threshold_0.5_quality_20	SRR28752477	PA	PP824625.1	3	A/cattle/Kansas/24-008766-001/2024
SRR28752477_PA_cns.fa	Consensus_SRR28752477_PA_cns_threshold_0.5_quality_20	SRR28752477	PA	PQ010802.1	3	A/Cattle/Kansas/24-008766-001-v/2024
SRR28752477_PB1_cns.fa	Consensus_SRR28752477_PB1_cns_threshold_0.5_quality_20	SRR28752477	PB1	PP824626.1	2	A/cattle/Kansas/24-008766-001/2024
SRR28752477_PB1_cns.fa	Consensus_SRR28752477_PB1_cns_threshold_0.5_quality_20	SRR28752477	PB1	PQ010801.1	2	A/Cattle/Kansas/24-008766-001-v/2024
SRR28752477_PB2_cns.fa	Consensus_SRR28752477_PB2_cns_threshold_0.5_quality_20	SRR28752477	PB2	PP824627.1	1	A/cattle/Kansas/24-008766-001/2024
SRR28752477_PB2_cns.fa	Consensus_SRR28752477_PB2_cns_threshold_0.5_quality_20	SRR28752477	PB2	PQ010800.1	1	A/Cattle/Kansas/24-008766-001-v/2024
SRR28752478_HA_cns.fa	Consensus_SRR28752478_HA_cns_threshold_0.5_quality_20	SRR28752478	HA	PP753693.1	4	A/cattle/New Mexico/24-010193-003/2024
SRR28752478_MP_cns.fa	Consensus_SRR28752478_MP_cns_threshold_0.5_quality_20	SRR28752478	MP	PP753694.1	7	A/cattle/New Mexico/24-010193-003/2024
SRR28752478_NA_cns.fa	Consensus_SRR28752478_NA_cns_threshold_0.5_quality_20	SRR28752478	NA	PP753695.1	6	A/cattle/New Mexico/24-010193-003/2024
SRR28752478_NP_cns.fa	Consensus_SRR28752478_NP_cns_threshold_0.5_quality_20	SRR28752478	NP	PP753696.1	5	A/cattle/New Mexico/24-010193-003/2024
SRR28752478_NS_cns.fa	Consensus_SRR28752478_NS_cns_threshold_0.5_quality_20	SRR28752478	NS	PP753697.1	8	A/cattle/New Mexico/24-010193-003/2024
SRR28752478_PA_cns.fa	Consensus_SRR28752478_PA_cns_threshold_0.5_quality_20	SRR28752478	PA	PP753698.1	3	A/cattle/New Mexico/24-010193-003/2024
SRR28752478_PB1_cns.fa	Consensus_SRR28752478_PB1_cns_threshold_0.5_quality_20	SRR28752478	PB1	PP753699.1	2	A/cattle/New Mexico/24-010193-003/2024
SRR28752478_PB2_cns.fa	Consensus_SRR28752478_PB2_cns_threshold_0.5_quality_20	SRR28752478	PB2	PP753700.1	1	A/cattle/New Mexico/24-010193-003/2024
SRR28752479_HA_cns.fa	Consensus_SRR28752479_HA_cns_threshold_0.5_quality_20	SRR28752479	HA	PP753685.1	4	A/cattle/New Mexico/24-010192-006/2024
SRR28752479_MP_cns.fa	Consensus_SRR28752479_MP_cns_threshold_0.5_quality_20	SRR28752479	MP	PP753686.1	7	A/cattle/New Mexico/24-010192-006/2024
SRR28752479_NA_cns.fa	Consensus_SRR28752479_NA_cns_threshold_0.5_quality_20	SRR28752479	NA	PP753687.1	6	A/cattle/New Mexico/24-010192-006/2024
SRR28752479_NP_cns.fa	Consensus_SRR28752479_NP_cns_threshold_0.5_quality_20	SRR28752479	NP	PP753688.1	5	A/cattle/New Mexico/24-010192-006/2024
SRR28752479_NS_cns.fa	Consensus_SRR28752479_NS_cns_threshold_0.5_quality_20	SRR28752479	NS	PP753689.1	8	A/cattle/New Mexico/24-010192-006/2024
SRR28752479_PA_cns.fa	Consensus_SRR28752479_PA_cns_threshold_0.5_quality_20	SRR28752479	PA	PP753690.1	3	A/cattle/New Mexico/24-010192-006/2024
SRR28752479_PB1_cns.fa	Consensus_SRR28752479_PB1_cns_threshold_0.5_quality_20	SRR28752479	PB1	PP753691.1	2	A/cattle/New Mexico/24-010192-006/2024
SRR28752479_PB2_cns.fa	Consensus_SRR28752479_PB2_cns_threshold_0.5_quality_20	SRR28752479	PB2	PP753692.1	1	A/cattle/New Mexico/24-010192-006/2024
SRR28752480_HA_cns.fa	Consensus_SRR28752480_HA_cns_threshold_0.5_quality_20	SRR28752480	HA	PP753677.1	4	A/cattle/Michigan/24-010071-010/2024
SRR28752480_MP_cns.fa	Consensus_SRR28752480_MP_cns_threshold_0.5_quality_20	SRR28752480	MP	PP753678.1	7	A/cattle/Michigan/24-010071-010/2024
SRR28752480_NA_cns.fa	Consensus_SRR28752480_NA_cns_threshold_0.5_quality_20	SRR28752480	NA	PP753679.1	6	A/cattle/Michigan/24-010071-010/2024
SRR28752480_NP_cns.fa	Consensus_SRR28752480_NP_cns_threshold_0.5_quality_20	SRR28752480	NP	PP753680.1	5	A/cattle/Michigan/24-010071-010/2024
SRR28752480_NS_cns.fa	Consensus_SRR28752480_NS_cns_threshold_0.5_quality_20	SRR28752480	NS	PP753681.1	8	A/cattle/Michigan/24-010071-010/2024
SRR28752480_PA_cns.fa	Consensus_SRR28752480_PA_cns_threshold_0.5_quality_20	SRR28752480	PA	PP753682.1	3	A/cattle/Michigan/24-010071-010/2024
SRR28752480_PB1_cns.fa	Consensus_SRR28752480_PB1_cns_threshold_0.5_quality_20	SRR28752480	PB1	PP753683.1	2	A/cattle/Michigan/24-010071-010/2024
SRR28752480_PB2_cns.fa	Consensus_SRR28752480_PB2_cns_threshold_0.5_quality_20	SRR28752480	PB2	PP753684.1	1	A/cattle/Michigan/24-010071-010/2024
SRR28752481_HA_cns.fa	Consensus_SRR28752481_HA_cns_threshold_0.5_quality_20	SRR28752481	HA	PP753669.1	4	A/cattle/Michigan/24-010071-009/2024
SRR28752481_MP_cns.fa	Consensus_SRR28752481_MP_cns_threshold_0.5_quality_20	SRR28752481	MP	PP753670.1	7	A/cattle/Michigan/24-010071-009/2024
SRR28752481_NA_cns.fa	Consensus_SRR28752481_NA_cns_threshold_0.5_quality_20	SRR28752481	NA	PP753671.1	6	A/cattle/Michigan/24-010071-009/2024
SRR28752481_NP_cns.fa	Consensus_SRR28752481_NP_cns_threshold_0.5_quality_20	SRR28752481	NP	PP753672.1	5	A/cattle/Michigan/24-010071-009/2024
SRR28752481_NS_cns.fa	Consensus_SRR28752481_NS_cns_threshold_0.5_quality_20	SRR28752481	NS	PP753673.1	8	A/cattle/Michigan/24-010071-009/2024
SRR28752481_PA_cns.fa	Consensus_SRR28752481_PA_cns_threshold_0.5_quality_20	SRR28752481	PA	PP753674.1	3	A/cattle/Michigan/24-010071-009/2024
SRR28752481_PB1_cns.fa	Consensus_SRR28752481_PB1_cns_threshold_0.5_quality_20	SRR28752481	PB1	PP753675.1	2	A/cattle/Michigan/24-010071-009/2024
SRR28752481_PB2_cns.fa	Consensus_SRR28752481_PB2_cns_threshold_0.5_quality_20	SRR28752481	PB2	PP753676.1	1	A/cattle/Michigan/24-010071-009/2024
SRR28752482_HA_cns.fa	Consensus_SRR28752482_HA_cns_threshold_0.5_quality_20	SRR28752482	HA	PP753229.1	4	A/cattle/Michigan/24-010071-008/2024
SRR28752482_MP_cns.fa	Consensus_SRR28752482_MP_cns_threshold_0.5_quality_20	SRR28752482	MP	PP753230.1	7	A/cattle/Michigan/24-010071-008/2024
SRR28752482_NA_cns.fa	Consensus_SRR28752482_NA_cns_threshold_0.5_quality_20	SRR28752482	NA	PP753231.1	6	A/cattle/Michigan/24-010071-008/2024
SRR28752482_NP_cns.fa	Consensus_SRR28752482_NP_cns_threshold_0.5_quality_20	SRR28752482	NP	PP753232.1	5	A/cattle/Michigan/24-010071-008/2024
SRR28752482_NS_cns.fa	Consensus_SRR28752482_NS_cns_threshold_0.5_quality_20	SRR28752482	NS	PP753233.1	8	A/cattle/Michigan/24-010071-008/2024
SRR28752482_PA_cns.fa	Consensus_SRR28752482_PA_cns_threshold_0.5_quality_20	SRR28752482	PA	PP753234.1	3	A/cattle/Michigan/24-010071-008/2024
SRR28752482_PB1_cns.fa	Consensus_SRR28752482_PB1_cns_threshold_0.5_quality_20	SRR28752482	PB1	PP753235.1	2	A/cattle/Michigan/24-010071-008/2024
SRR28752482_PB2_cns.fa	Consensus_SRR28752482_PB2_cns_threshold_0.5_quality_20	SRR28752482	PB2	PP753236.1	1	A/cattle/Michigan/24-010071-008/2024
SRR28752483_HA_cns.fa	Consensus_SRR28752483_HA_cns_threshold_0.5_quality_20	SRR28752483	HA	PP753221.1	4	A/cattle/Michigan/24-010071-007/2024
SRR28752483_MP_cns.fa	Consensus_SRR28752483_MP_cns_threshold_0.5_quality_20	SRR28752483	MP	PP753222.1	7	A/cattle/Michigan/24-010071-007/2024
SRR28752483_NA_cns.fa	Consensus_SRR28752483_NA_cns_threshold_0.5_quality_20	SRR28752483	NA	PP753223.1	6	A/cattle/Michigan/24-010071-007/2024
SRR28752483_NP_cns.fa	Consensus_SRR28752483_NP_cns_threshold_0.5_quality_20	SRR28752483	NP	PP753224.1	5	A/cattle/Michigan/24-010071-007/2024
SRR28752483_NS_cns.fa	Consensus_SRR28752483_NS_cns_threshold_0.5_quality_20	SRR28752483	NS	PP753225.1	8	A/cattle/Michigan/24-010071-007/2024
SRR28752483_PA_cns.fa	Consensus_SRR28752483_PA_cns_threshold_0.5_quality_20	SRR28752483	PA	PP753226.1	3	A/cattle/Michigan/24-010071-007/2024
SRR28752483_PB1_cns.fa	Consensus_SRR28752483_PB1_cns_threshold_0.5_quality_20	SRR28752483	PB1	PP753227.1	2	A/cattle/Michigan/24-010071-007/2024
SRR28752483_PB2_cns.fa	Consensus_SRR28752483_PB2_cns_threshold_0.5_quality_20	SRR28752483	PB2	PP753228.1	1	A/cattle/Michigan/24-010071-007/2024
SRR28752484_HA_cns.fa	Consensus_SRR28752484_HA_cns_threshold_0.5_quality_20	SRR28752484	HA	PP753213.1	4	A/cattle/Michigan/24-010071-006/2024
SRR28752484_MP_cns.fa	Consensus_SRR28752484_MP_cns_threshold_0.5_quality_20	SRR28752484	MP	PP753214.1	7	A/cattle/Michigan/24-010071-006/2024
SRR28752484_NA_cns.fa	Consensus_SRR28752484_NA_cns_threshold_0.5_quality_20	SRR28752484	NA	PP753215.1	6	A/cattle/Michigan/24-010071-006/2024
SRR28752484_NP_cns.fa	Consensus_SRR28752484_NP_cns_threshold_0.5_quality_20	SRR28752484	NP	PP753216.1	5	A/cattle/Michigan/24-010071-006/2024
SRR28752484_NS_cns.fa	Consensus_SRR28752484_NS_cns_threshold_0.5_quality_20	SRR28752484	NS	PP753217.1	8	A/cattle/Michigan/24-010071-006/2024
SRR28752484_PA_cns.fa	Consensus_SRR28752484_PA_cns_threshold_0.5_quality_20	SRR28752484	PA	PP753218.1	3	A/cattle/Michigan/24-010071-006/2024
SRR28752484_PB1_cns.fa	Consensus_SRR28752484_PB1_cns_threshold_0.5_quality_20	SRR28752484	PB1	PP753219.1	2	A/cattle/Michigan/24-010071-006/2024
SRR28752484_PB2_cns.fa	Consensus_SRR28752484_PB2_cns_threshold_0.5_quality_20	SRR28752484	PB2	PP753220.1	1	A/cattle/Michigan/24-010071-006/2024
SRR28752485_HA_cns.fa	Consensus_SRR28752485_HA_cns_threshold_0.5_quality_20	SRR28752485	HA	PP753205.1	4	A/cattle/Michigan/24-010071-005/2024
SRR28752485_MP_cns.fa	Consensus_SRR28752485_MP_cns_threshold_0.5_quality_20	SRR28752485	MP	PP753206.1	7	A/cattle/Michigan/24-010071-005/2024
SRR28752485_NA_cns.fa	Consensus_SRR28752485_NA_cns_threshold_0.5_quality_20	SRR28752485	NA	PP753207.1	6	A/cattle/Michigan/24-010071-005/2024
SRR28752485_NP_cns.fa	Consensus_SRR28752485_NP_cns_threshold_0.5_quality_20	SRR28752485	NP	PP753208.1	5	A/cattle/Michigan/24-010071-005/2024
SRR28752485_NS_cns.fa	Consensus_SRR28752485_NS_cns_threshold_0.5_quality_20	SRR28752485	NS	PP753209.1	8	A/cattle/Michigan/24-010071-005/2024
SRR28752485_PA_cns.fa	Consensus_SRR28752485_PA_cns_threshold_0.5_quality_20	SRR28752485	PA	PP753210.1	3	A/cattle/Michigan/24-010071-005/2024
SRR28752485_PB1_cns.fa	Consensus_SRR28752485_PB1_cns_threshold_0.5_quality_20	SRR28752485	PB1	PP753211.1	2	A/cattle/Michigan/24-010071-005/2024
SRR28752485_PB2_cns.fa	Consensus_SRR28752485_PB2_cns_threshold_0.5_quality_20	SRR28752485	PB2	PP753212.1	1	A/cattle/Michigan/24-010071-005/2024
SRR28752486_HA_cns.fa	Consensus_SRR28752486_HA_cns_threshold_0.5_quality_20	SRR28752486	HA	PP753197.1	4	A/cattle/Michigan/24-010071-003/2024
SRR28752486_MP_cns.fa	Consensus_SRR28752486_MP_cns_threshold_0.5_quality_20	SRR28752486	MP	PP753198.1	7	A/cattle/Michigan/24-010071-003/2024
SRR28752486_NA_cns.fa	Consensus_SRR28752486_NA_cns_threshold_0.5_quality_20	SRR28752486	NA	PP753199.1	6	A/cattle/Michigan/24-010071-003/2024
SRR28752486_NP_cns.fa	Consensus_SRR28752486_NP_cns_threshold_0.5_quality_20	SRR28752486	NP	PP753200.1	5	A/cattle/Michigan/24-010071-003/2024
SRR28752486_NS_cns.fa	Consensus_SRR28752486_NS_cns_threshold_0.5_quality_20	SRR28752486	NS	PP753201.1	8	A/cattle/Michigan/24-010071-003/2024
SRR28752486_PA_cns.fa	Consensus_SRR28752486_PA_cns_threshold_0.5_quality_20	SRR28752486	PA	PP753202.1	3	A/cattle/Michigan/24-010071-003/2024
SRR28752486_PB1_cns.fa	Consensus_SRR28752486_PB1_cns_threshold_0.5_quality_20	SRR28752486	PB1	PP753203.1	2	A/cattle/Michigan/24-010071-003/2024
SRR28752486_PB2_cns.fa	Consensus_SRR28752486_PB2_cns_threshold_0.5_quality_20	SRR28752486	PB2	PP753204.1	1	A/cattle/Michigan/24-010071-003/2024
SRR28752487_HA_cns.fa	Consensus_SRR28752487_HA_cns_threshold_0.5_quality_20	SRR28752487	HA	PP755669.1	4	A/cattle/Texas/24-008749-001/2024
SRR28752487_MP_cns.fa	Consensus_SRR28752487_MP_cns_threshold_0.5_quality_20	SRR28752487	MP	PP755670.1	7	A/cattle/Texas/24-008749-001/2024
SRR28752487_NA_cns.fa	Consensus_SRR28752487_NA_cns_threshold_0.5_quality_20	SRR28752487	NA	PP755671.1	6	A/cattle/Texas/24-008749-001/2024
SRR28752487_NP_cns.fa	Consensus_SRR28752487_NP_cns_threshold_0.5_quality_20	SRR28752487	NP	PP755672.1	5	A/cattle/Texas/24-008749-001/2024
SRR28752487_NS_cns.fa	Consensus_SRR28752487_NS_cns_threshold_0.5_quality_20	SRR28752487	NS	PP755673.1	8	A/cattle/Texas/24-008749-001/2024
SRR28752487_PA_cns.fa	Consensus_SRR28752487_PA_cns_threshold_0.5_quality_20	SRR28752487	PA	PP755674.1	3	A/cattle/Texas/24-008749-001/2024
SRR28752487_PB1_cns.fa	Consensus_SRR28752487_PB1_cns_threshold_0.5_quality_20	SRR28752487	PB1	PP755675.1	2	A/cattle/Texas/24-008749-001/2024
